,ASV_1,ASV_2,ASV_3,ASV_4,ASV_5,ASV_6,ASV_7,ASV_8,ASV_9,ASV_10,ASV_11,ASV_13,ASV_14,ASV_15,ASV_16,ASV_17,ASV_18,ASV_19,ASV_23,ASV_30,ASV_31,ASV_34,ASV_35,ASV_36,ASV_37,ASV_41,ASV_42,ASV_44,ASV_46,ASV_51,ASV_52,ASV_66,ASV_71,ASV_83,ASV_87,ASV_93,ASV_129,elevation,extract-concen,amplicon-concentration,depth,ph,toc,ec,average-soil-relative-humidity,relative-humidity-soil-high,relative-humidity-soil-low,percent-relative-humidity-soil-100,average-soil-temperature,temperature-soil-high,temperature-soil-low,percentcover
BAQ2687.3,0.0,0.0,0.0,1.8411910853019497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.995341765129208,2.757481817176105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4357259771937854,0.0,0.0,-0.1371127056566587,-0.2962108135009444,0.37885409762997463,0.0,0.6855336308906749,-0.22362113908555067,-0.5822688798543306,0.23306452423384616,0.6475837691883881,-0.773659275261954,0.10298165437315207,0.37350534048329453,0.08309642453871427,0.5352041321914673,-0.5690851291248757
BAQ2838.1,0.0,0.0,3.7394067178787203,3.0307553507828096,0.0,0.0,0.0,0.0,0.0,3.995836246826397,0.0,2.3376081702228646,0.0,0.0,0.0,0.0,0.0,3.572352633215554,0.0,0.0,0.0,0.0,0.0,0.0,2.204076777598342,0.0,2.204076777598342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3982327920392996,0.012771598548134847,-0.41604412280255293,0.2028652972683693,0.0,0.7005682473455601,-0.24542882041786057,-0.5222498349947693,-0.675092310263181,0.6475837691883881,-0.9066433210706243,-0.7167623749062794,0.5538948394772845,0.0820676497662426,0.5418739937359095,-0.6021381645809012
BAQ2838.2,0.0,0.0,2.3816293673170796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.241867424941921,0.0,0.0,0.0,0.0,0.0,2.4650109762561305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012771598548134847,-0.4427488659191314,0.7160427235328826,0.0,0.7005682473455601,-0.288580189862644,-0.5222498349947693,-0.675092310263181,0.6475837691883881,-0.9066433210706243,-0.7167623749062794,0.5538948394772845,0.0820676497662426,0.5418739937359095,-0.6021381645809012
BAQ2838.3,0.0,0.0,2.519486459420922,3.01847762553991,0.0,2.5766448732608707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9888582083587516,0.0,0.0,0.012771598548134847,-0.4704677132046939,0.668718004107913,0.0,0.7005682473455601,-0.23800492890047847,-0.5222498349947693,-0.675092310263181,0.6475837691883881,-0.9066433210706243,-0.7167623749062794,0.5538948394772845,0.0820676497662426,0.5418739937359095,-0.6021381645809012
BAQ3473.1,0.0,0.0,0.0,2.9657912654547203,0.0,0.0,0.0,0.0,4.7943647078054905,0.0,0.0,0.0,2.272644084894775,0.0,0.0,0.0,1.222821960396097,0.0,0.0,0.0,0.0,0.0,2.6781091930029395,2.9904838780450915,0.0,0.0,3.4512990812364213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430797652371673,2.2725150465355104,-1.2198340804447767,0.0,0.0540797397854832,1.2959566558785967,-0.36812685560231523,0.5150492947626036,0.6475837691883881,-0.10543255206517785,-0.10386725905112264,-0.5981380972797882,-0.8037074293320455,-0.41396847220987537,-0.20550173910859565
BAQ3473.2,3.9198251003388527,0.0,0.0,3.8020420646824697,0.0,0.0,0.0,0.0,3.5631501564001207,0.0,3.7507487702949187,0.0,2.787311259995062,0.0,0.0,0.0,2.464537867732011,0.0,0.0,0.0,0.0,0.0,0.0,3.0309333426528124,2.1926041522483692,0.0,3.291216440916479,2.946375954624749,2.128065631110798,0.0,0.0,2.3103871879047526,2.1926041522483692,0.0,0.0,0.0,1.8179107028069583,0.6430797652371673,0.37884452831940024,0.22356986201679355,0.0,0.0540797397854832,-0.020392108797215855,-0.36812685560231523,0.5150492947626036,0.6475837691883881,-0.10543255206517785,-0.10386725905112264,-0.5981380972797882,-0.8037074293320455,-0.41396847220987537,-0.20550173910859565
BAQ3473.3,0.0,0.0,0.0,2.309268340367906,0.0,0.0,0.0,0.0,3.777240732502064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.553465300879948,0.0,0.0,0.0,0.0,0.0,0.0,2.390946371382173,0.0,0.0,0.0,0.0,0.0,0.0,0.6430797652371673,-0.34116943165923475,-0.758418066051324,0.0,0.0540797397854832,7.223006046068526,-0.36812685560231523,0.5150492947626036,0.6475837691883881,-0.10543255206517785,-0.10386725905112264,-0.5981380972797882,-0.8037074293320455,-0.41396847220987537,-0.20550173910859565
BAQ4166.1.1,0.0,0.0,0.0,3.5113010551959105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9647573488278405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1695517614738535,2.818153874635965,0.0,0.0,0.0,2.5478635448960536,0.0,0.0,0.0,0.0,1.4831528079036251,0.0,0.0,0.0,0.0,0.0,0.0,1.3309593865214184,5.165754240646842,-0.9432802513051112,-2.1650635094610964,-3.388847428383301,0.0,0.0,1.0876314928385307,0.6475837691883881,1.7181776995995395,1.5445476946616856,-1.42833976878622,-1.45183553598933,-1.0467502084774372,1.7446273527969067
BAQ4166.1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1814289974002077,0.0,0.0,0.0,3.858046876008942,0.0,0.0,0.0,0.0,0.0,2.734116779356543,2.7081412929532824,3.2294382165865683,3.427263959916488,0.0,2.248608963574842,0.0,0.0,0.0,0.0,0.0,0.0,1.468450406025267,2.1150775709503193,2.567062694693377,0.0,0.0,1.6355044906884333,0.0,1.3309593865214184,2.223838046424278,1.2883760490786076,0.0,-1.0133780285113887,0.5582074363387511,-0.6170947453901257,1.0876314928385307,0.6475837691883881,1.7181776995995395,1.5445476946616856,-1.42833976878622,-1.45183553598933,-1.0467502084774372,1.7446273527969067
BAQ4166.1.3,0.0,0.0,0.0,3.67771967341636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.287758751844161,0.0,0.0,0.0,1.059281631003837,0.0,0.0,3.347477986545783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54735868643367,0.0,0.0,0.0,1.4159565749425695,0.0,1.3309593865214184,1.961185066657424,-1.3292724941150187,2.1650635094610964,-0.7277203158685632,0.0,0.0,1.0876314928385307,0.6475837691883881,1.7181776995995395,1.5445476946616856,-1.42833976878622,-1.45183553598933,-1.0467502084774372,1.7446273527969067
BAQ4166.2,1.5960256504392336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4015784417996247,0.0,0.0,0.0,2.77468064678088,0.0,0.0,0.0,3.042944633375559,2.2466132165803834,0.0,3.7650793508087568,0.0,3.415184093855403,3.205463562873334,0.0,0.0,3.238253385696325,0.0,0.0,0.0,0.0,0.0,1.8837077228910146,0.0,1.3309593865214184,0.004978124687301536,-1.3928650858423217,0.0,-1.0133780285113887,1.3038445406158152,-0.6170947453901257,1.0876314928385307,0.6475837691883881,1.7181776995995395,1.5445476946616856,-1.42833976878622,-1.45183553598933,-1.0467502084774372,1.7446273527969067
BAQ4166.3,2.2122122960268116,0.0,0.0,4.0197201222230055,0.0,0.0,2.664197419769869,0.0,0.0,0.0,0.0,0.0,3.485177971839699,0.0,2.633425761103115,0.0,1.8067471879186474,0.0,0.0,2.1121288374698293,3.6785493648202388,3.3871975634794955,0.0,2.258732311661704,0.0,2.601677062788535,0.0,0.0,0.0,3.3871975634794955,1.364914435639608,2.4257863963248707,2.3457436886513343,0.0,0.0,0.0,0.0,1.3309593865214184,4.393006863881039,-1.3721605210938974,0.0,-1.0133780285113887,0.644510175228318,-0.6170947453901257,1.0876314928385307,0.6475837691883881,1.7181776995995395,1.5445476946616856,-1.42833976878622,-1.45183553598933,-1.0467502084774372,1.7446273527969067
BAQ4697.1,0.0,0.0,0.0,1.758887143254019,3.9561117205902385,0.0,4.258182530494118,0.0,3.3595913757193645,0.0,0.0,0.0,0.0,0.0,3.5862375575847767,0.0,2.6487446180600185,0.0,0.0,2.555218560049195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262450256940128,0.0,0.0,0.0,0.0,0.0,1.858035979453507,1.2026351482573974,-1.1325791290049891,0.0,-0.6826164665039063,-0.21248530180947753,-0.6385830454015735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5690851291248757
BAQ4697.2,0.0,0.0,0.0,2.264114859703061,4.450868137171985,0.0,3.5605528917010907,0.0,2.3247394815194955,0.0,0.0,0.0,0.0,0.0,3.5257667756156748,0.0,3.0324854615005936,0.0,0.0,3.1421843787570185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1846733180232251,0.0,2.43596511662972,0.0,0.0,0.0,0.0,0.0,1.858035979453507,0.49614257719854876,-1.2301863628189889,0.0,-0.6826164665039063,-0.1628380272869848,-0.6385830454015735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5690851291248757
BAQ4697.3,0.0,0.0,0.0,2.0829470287910783,3.865137047002982,0.0,4.194025655414096,0.0,2.4978908808537863,0.0,0.0,0.0,0.0,0.0,3.810802696039653,0.0,2.45942460002599,0.0,0.0,2.9464395750982626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7856955053231465,0.0,0.0,0.0,0.0,0.0,1.858035979453507,0.9017842447921459,-1.2050451056244738,0.0,-0.6826164665039063,-0.1164387053033467,-0.6385830454015735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5690851291248757
YUN1005.1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8125487941700948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8066848889180014,-0.4775664423875818,0.5370961282072165,-2.1650635094610964,-0.5322703019550515,0.0,0.0,-1.4419377721988513,-1.80520719689824,-0.9162164089053002,-1.0059937778941062,1.273402954782859,0.34234766720162824,1.5339731429489165,-0.6021381645809012
YUN1005.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908756469200806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.332791158303544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8066848889180014,-0.49024274449988176,-0.7717281433895966,0.0,-0.44206260322573904,-0.3057479389965901,1.0026784899555692,-1.4419377721988513,-1.80520719689824,-0.9162164089053002,-1.0059937778941062,1.273402954782859,0.34234766720162824,1.5339731429489165,-0.6021381645809012
YUN1242.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1521948654750722,0.0,0.0,0.0,0.7467297573669079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5714360141065042,-0.4564392722004153,1.4288713098714856,0.0,1.6627837004582342,-0.30435595933708093,0.6877637484084876,-1.4355580262592869,-1.611476921431049,-0.8967868194513694,-1.0059937778941062,1.4824907831622565,0.6221744053139793,1.8452333483562031,-0.6021381645809012
YUN1242.3,0.0,0.0,3.255975276587867,0.0,0.0,0.0,0.0,2.8233591794137523,0.0,0.0,0.0,1.8455833638889163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5714360141065042,-0.4865243625469405,0.8979471138226089,0.0,1.6627837004582342,-0.19949349165405889,0.6877637484084876,-1.4355580262592869,-1.611476921431049,-0.8967868194513694,-1.0059937778941062,1.4824907831622565,0.6221744053139793,1.8452333483562031,-0.6021381645809012
YUN1609.1,0.0,0.0,5.128407464614192,0.0,0.0,0.0,0.0,2.832253261950437,0.0,0.0,0.0,2.0864623479050697,0.0,0.0,0.0,2.0590633737169552,0.0,3.5631407704932294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8734397080592154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2071476720988272,-0.4897356924153897,-0.4611596721632342,0.0,0.15932205496968227,-0.24171687465916952,-0.36294002456506913,-1.5542213007351893,-1.115863039982592,-1.0362893823053618,-1.0059937778941062,1.0438163196995986,0.163340856791521,1.4638540856868354,-0.6021381645809012
YUN2029.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8056982526039658,0.0,3.7339543477451245,0.0,1.2895390593118612,0.0,0.0,0.0,3.8095370289111314,0.0,3.0241401146999674,0.0,0.0,0.0,0.0,0.0,0.0,0.547601714582484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7902509319265537,-0.455763202754426,1.0606258368459418,0.0,-0.006058726034058932,-0.29739606103953525,-0.6296913350520089,-1.1838770489434616,-1.0394233093431242,-0.7456328010091203,-1.0059937778941062,0.30175951701977616,-0.08973773723656145,0.4565339703852301,-0.6021381645809012
YUN3153.2,0.0,0.0,0.0,1.4768881008221448,0.0,0.0,0.0,0.0,0.0,3.6879060002907003,0.0,2.5755003894902546,0.0,0.0,0.0,3.440497826976859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0068844715764091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3254441536773399,-0.4116496714036223,1.0872459915224872,0.0,-0.44206260322573904,-0.3233796813503726,0.9952687313309317,-0.19820630128072378,0.4040432320347348,-0.4193920445379329,-1.0059937778941062,-0.7949266416368684,-1.0238652306410279,-0.6944447012582,-0.6021381645809012
YUN3153.3,0.0,0.0,0.0,1.3285929537574777,0.0,0.0,0.0,3.5654266691887426,0.0,0.0,0.0,1.3285929537574777,0.0,0.0,0.0,3.4845745725596475,0.0,2.8625233136834325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2332827739531527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3254441536773399,-0.45779141109239396,1.3120384087910923,0.0,-0.44206260322573904,-0.22779707806407812,0.9952687313309317,-0.19820630128072378,0.4040432320347348,-0.4193920445379329,-1.0059937778941062,-0.7949266416368684,-1.0238652306410279,-0.6944447012582,-0.6021381645809012
YUN3259.1.2,0.0,0.0,2.267740560650329,3.1638285852069647,0.0,3.877178473084429,0.0,0.0,0.0,3.935447381208405,0.0,0.0,0.0,2.7377441898960644,2.267740560650329,0.0,3.0096779053797063,2.4075025030254875,0.0,0.0,0.0,0.0,3.8671281372309276,0.0,1.8369576445578748,0.0,0.0,0.0,1.2179184361516515,0.0,0.0,0.0,1.5745933800903835,0.0,0.0,0.0,0.0,0.43066095000653276,-0.23418144183142348,1.0916826839685783,0.0,0.3096682195185369,-0.21480526790865945,-0.5807869281294032,0.8825226608815271,0.6475837691883881,0.7432342806470331,0.6439515007022355,-0.22505981526949081,-0.19467276402869346,-0.2104521840589569,0.19113468636370995
YUN3259.1.3,0.0,0.0,0.0,0.0,0.0,4.0079354804177925,0.0,0.0,0.0,3.8088068053074564,0.0,0.0,0.0,4.125718516074175,0.0,0.0,1.6771795104570504,0.0,0.0,0.0,0.0,0.0,2.909323191749683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.523028830629792,0.0,0.0,0.43066095000653276,-0.43936851868918475,1.4244346174253952,2.1650635094610964,0.7607067131651036,0.0,0.0,0.8825226608815271,0.6475837691883881,0.7432342806470331,0.6439515007022355,-0.22505981526949081,-0.19467276402869346,-0.2104521840589569,0.19113468636370995
YUN3259.2,0.0,0.0,0.0,3.292827653636691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7667713501416416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4086252363140366,2.4086252363140366,0.0,0.0,0.0,1.7667713501416416,0.0,0.0,0.0,0.0,0.0,2.9606938186140765,0.0,0.0,0.43066095000653276,-0.1679266361244693,0.3803329951120049,0.0,0.3096682195185369,-0.2505327458360608,-0.5807869281294032,0.8825226608815271,0.6475837691883881,0.7432342806470331,0.6439515007022355,-0.22505981526949081,-0.19467276402869346,-0.2104521840589569,0.19113468636370995
YUN3259.3,0.0,0.0,2.592718442956078,3.2144066595338785,0.0,4.04570417857464,0.0,0.0,0.0,3.840543129810863,0.0,0.0,1.710329262757604,0.0,0.0,0.0,0.0,3.195714526521726,0.0,0.0,0.0,0.0,2.4034764433175493,0.0,2.483519150991086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9980113352093851,0.0,1.933472814071814,0.43066095000653276,0.10165605546377547,1.0650625292920324,0.0,0.3096682195185369,-0.15912608152829374,-0.5807869281294032,0.8825226608815271,0.6475837691883881,0.7432342806470331,0.6439515007022355,-0.22505981526949081,-0.19467276402869346,-0.2104521840589569,0.19113468636370995
YUN3346.1,0.0,0.0,0.0,1.8161058760835505,0.0,4.536774541144972,0.0,0.0,0.0,0.0,0.0,1.9496372687080727,0.0,2.53278355405369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8161058760835505,0.0,0.0,0.0,0.5170181318993609,-0.44190377911164475,1.0857670940404567,0.0,-1.193793425970015,-0.21016533571029564,-0.6467337798886744,0.6831556002701319,0.6475837691883881,0.3892819541280996,-0.16099938803637223,-0.10001709437592923,-0.13088872813543648,-0.11125937134674452,-0.5988328610352986
YUN3346.2,3.6150090354148694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.005571122980769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5170181318993609,-0.4412277096656554,0.9940754501545787,0.0,-1.193793425970015,-0.10019894260907336,-0.6467337798886744,0.6831556002701319,0.6475837691883881,0.3892819541280996,-0.16099938803637223,-0.10001709437592923,-0.13088872813543648,-0.11125937134674452,-0.5988328610352986
YUN3346.3,3.5320449024147167,0.0,0.0,2.3103725209893797,0.0,3.489027517331026,0.0,0.0,0.0,2.7393681265077383,0.0,1.3760632836125466,0.0,0.0,0.0,0.0,0.0,2.762357644732437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.057609552494012,0.0,0.0,0.5170181318993609,-0.28911208431805646,1.1242184285732446,0.0,-1.193793425970015,-0.22965305094342364,-0.6467337798886744,0.6831556002701319,0.6475837691883881,0.3892819541280996,-0.16099938803637223,-0.10001709437592923,-0.13088872813543648,-0.11125937134674452,-0.5988328610352986
YUN3428.1,0.0,0.0,0.0,0.0,3.8308328369569487,0.0,0.0,0.0,0.0,0.0,3.4584285911096724,0.0,2.187203559774569,0.0,0.0,0.0,1.6907666734606779,0.0,3.529046158323626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.662627256489644,1.4496046166437897,0.0,0.0,0.0,2.27058516871362,0.0,0.0,0.0,0.0,0.5984122573615666,-0.1968286049405131,0.8550590868437304,0.0,-1.043447261421159,-0.12015065106203775,-0.6622942730004125,1.0873125055415522,0.6475837691883881,1.7153435617537471,1.5297545541208621,-0.5673898872239947,-0.7214054475342955,-0.583280342184169,2.3065289555493402
